Age_group,Area,FamilyStatus,Education,Income,Religion,Gender,Frequency-YouTube,Frequency-Facebook,Frequency-TikTok,Frequency-Twitter,Frequency-Instagram,Frequency-LinkedIn,Frequency-WhatsApp,ID,B-YouTube,B-Facebook,B-TikTok,B-Twitter,B-Instagram,B-LinkedIn,B-WhatsApp,Age_group-num,Income-num,Frequency-Instagram-num,Frequency-Facebook-num,Frequency-Twitter-num,Frequency-YouTube-num
40-49,Center,Divorced/Separated/Widowed/Single Parent,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,131,1,1,0,0,0,0,1,40,5815,0,31,0,17
31-39,North,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Female,Daily,Daily,Less often,Not Using,Several times a month,Not Using,Daily,132,1,1,1,0,1,0,1,37,5346,9,29,0,31
65+,Center,Married,Secondary,below Average,Jewish - National Religious,Male,Daily,Daily,Several times a month,Daily,Several times a week,Less often,Daily,133,1,1,1,1,1,1,1,71,3302,22,31,29,30
50-64,North,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Female,Less often,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,134,1,1,0,0,1,0,1,63,5363,15,30,0,2
65+,Yehoda and Shomron,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Daily,Daily,Daily,Not Using,Several times a week,Not Using,Daily,135,1,1,1,0,1,0,1,72,7444,27,31,0,29
31-39,Jerusalem,Married,Academic,below Average,Jewish - National Religious,Female,Daily,Daily,Several times a week,Less often,Daily,Not Using,Daily,136,1,1,1,1,1,0,1,35,3218,29,30,1,30
65+,North,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Traditional,Male,Several times a week,Daily,Less often,Not Using,Not Using,Not Using,Daily,137,1,1,1,0,0,0,1,67,10189,0,29,0,23
65+,Tel Aviv,Married,Academic,Above Average,Jewish - Secular,Female,Several times a month,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,138,1,1,0,0,0,0,1,76,8985,0,8,0,8
50-64,Haifa,Married,Academic,Similar to Average,Jewish - Secular,Male,Less often,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,139,1,1,0,0,0,0,1,57,6640,0,10,0,1
25-30,Center,Single,Secondary,Way below Average,Jewish - National Religious,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,140,1,0,0,0,0,0,1,30,828,0,0,0,29
65+,Center,Divorced/Separated/Widowed/Single Parent,Secondary,below Average,Jewish - Secular,Female,Less often,Daily,Not Using,Not Using,Not Using,Not Using,Daily,141,1,1,0,0,0,0,1,75,3683,0,30,0,3
40-49,Center,Divorced/Separated/Widowed/Single Parent,Academic,Above Average,Jewish - National Religious,Female,Several times a month,Daily,Not Using,Not Using,Daily,Daily,Daily,142,1,1,0,0,1,1,1,42,8356,31,30,0,6
18-24,Center,Single,Secondary,below Average,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,143,1,1,0,0,1,0,1,18,4008,31,29,0,29
31-39,South,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Orthodox,Male,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,144,1,0,0,0,0,0,1,33,9348,0,0,0,28
50-64,Tel Aviv,Divorced/Separated/Widowed/Single Parent,Academic,Way Above Average,Jewish - Secular,Male,Several times a week,Daily,Several times a week,Daily,Several times a week,Daily,Daily,145,1,1,1,1,1,1,1,54,14877,16,31,31,11
40-49,Center,Divorced/Separated/Widowed/Single Parent,Academic,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Not Using,Not Using,Not Using,Daily,Daily,146,1,1,0,0,0,1,1,42,6864,0,14,0,23
65+,Center,Married,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,147,1,1,0,0,0,0,1,65,5127,0,31,0,20
50-64,Tel Aviv,Married,Secondary,below Average,Jewish - Traditional,Female,Less often,Daily,Not Using,Not Using,Not Using,Not Using,Daily,148,1,1,0,0,0,0,1,54,4130,0,29,0,3
31-39,Tel Aviv,Single,Academic,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a month,Several times a month,Several times a month,Several times a week,Several times a week,Several times a month,149,1,1,1,1,1,1,1,37,5604,22,8,9,21
31-39,Haifa,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,150,1,1,0,0,1,0,1,37,1929,3,30,0,29
65+,Center,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,151,1,1,0,0,1,0,1,75,1014,29,31,0,29
40-49,Center,Divorced/Separated/Widowed/Single Parent,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Several times a week,Daily,Daily,Several times a week,Daily,152,1,1,1,1,1,1,1,48,8051,30,29,29,29
65+,Center,Married,Secondary,Similar to Average,Jewish - National Religious,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,153,1,1,0,0,0,0,1,79,7827,0,31,0,30
65+,Jerusalem,Married,Secondary,below Average,Jewish - Traditional,Female,Several times a month,Daily,Not Using,Not Using,Not Using,Not Using,Daily,154,1,1,0,0,0,0,1,79,4431,0,29,0,5
65+,Tel Aviv,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Female,Daily,Daily,Not Using,Several times a month,Several times a month,Not Using,Daily,155,1,1,0,1,1,0,1,74,6793,10,30,9,29
25-30,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Orthodox,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Several times a month,Daily,156,1,0,0,0,0,1,1,26,3814,0,0,0,12
40-49,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Several times a week,Several times a week,Several times a month,Not Using,Not Using,Not Using,Daily,157,1,1,1,0,0,0,1,42,6637,0,27,0,23
25-30,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,158,1,0,0,0,0,0,1,25,4429,0,0,0,29
31-39,Tel Aviv,Single,Academic,Above Average,Jewish - Traditional,Male,Several times a week,Daily,Not Using,Less often,Less often,Several times a month,Daily,159,1,1,0,1,1,1,1,34,9646,2,31,4,14
65+,Center,Married,Secondary,Way below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,160,1,1,0,0,0,0,1,77,2468,0,31,0,15
65+,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,161,1,1,0,0,1,0,1,80,6206,29,31,0,31
65+,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,162,1,1,0,0,1,0,1,68,7873,31,31,0,31
65+,Tel Aviv,Married,Academic,Similar to Average,Jewish - Secular,Male,Not Using,Several times a week,Not Using,Not Using,Not Using,Not Using,Daily,163,0,1,0,0,0,0,1,78,6855,0,23,0,0
31-39,South,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Male,Daily,Daily,Less often,Not Using,Several times a week,Not Using,Daily,164,1,1,1,0,1,0,1,35,4974,15,29,0,29
65+,Tel Aviv,Married,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Daily,Several times a month,Not Using,Several times a week,Not Using,Daily,165,1,1,1,0,1,0,1,71,5567,11,29,0,13
31-39,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Orthodox,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Less often,Daily,166,1,0,0,0,0,1,1,37,7419,0,0,0,22
40-49,Center,Single,Academic,Similar to Average,Jewish - National Religious,Male,Several times a week,Several times a week,Less often,Not Using,Not Using,Less often,Daily,167,1,1,1,0,0,1,1,43,5936,0,16,0,23
50-64,Center,Married,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Several times a month,Less often,Several times a week,Not Using,Daily,168,1,1,1,1,1,0,1,62,9935,13,31,4,17
50-64,Center,Married,Academic,Similar to Average,Jewish - Secular,Male,Several times a month,Several times a month,Several times a week,Several times a month,Several times a month,Several times a month,Daily,169,1,1,1,1,1,1,1,56,7709,10,7,5,6
40-49,Tel Aviv,Single,Academic,Similar to Average,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Not Using,Not Using,Daily,170,1,1,0,0,0,0,1,42,6333,0,31,0,9
50-64,Jerusalem,Married,Academic,Way Above Average,Jewish - National Religious,Female,Daily,Daily,Not Using,Daily,Less often,Less often,Daily,171,1,1,0,1,1,1,1,55,19394,1,30,31,29
50-64,South,Married,Academic,Above Average,Jewish - Secular,Male,Less often,Not Using,Less often,Not Using,Not Using,Not Using,Daily,172,1,0,1,0,0,0,1,61,10361,0,0,0,2
50-64,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Way Above Average,Jewish - Orthodox,Female,Several times a month,Daily,Not Using,Not Using,Daily,Not Using,Daily,173,1,1,0,0,1,0,1,51,15213,29,31,0,8
50-64,North,Married,"Post-secondary (Technician, Engineer, etc.)",Way Above Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,174,1,1,0,0,1,0,1,59,18971,31,30,0,31
25-30,Center,Married,Academic,Similar to Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Daily,Daily,175,1,1,1,1,1,1,1,29,5575,29,31,29,30
50-64,Center,Married,Secondary,Way below Average,Jewish - Traditional,Female,Several times a week,Daily,Several times a month,Not Using,Less often,Not Using,Daily,176,1,1,1,0,1,0,1,63,2292,1,31,0,25
40-49,Center,Single,Academic,Way Above Average,Jewish - Secular,Male,Daily,Daily,Not Using,Several times a month,Daily,Daily,Daily,177,1,1,0,1,1,1,1,48,11537,29,29,8,30
40-49,Tel Aviv,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Daily,Several times a week,Not Using,Not Using,Several times a week,Not Using,Daily,178,1,1,0,0,1,0,1,44,6626,24,26,0,29
25-30,Yehoda and Shomron,Single,Secondary,Similar to Average,Jewish - National Religious,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,179,1,1,0,0,1,0,1,30,7123,30,29,0,29
31-39,Tel Aviv,Single,Academic,below Average,Jewish - Secular,Male,Daily,Daily,Several times a month,Several times a month,Daily,Less often,Daily,180,1,1,1,1,1,1,1,34,4830,29,29,7,29
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Secular,Male,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,181,1,1,0,0,0,0,1,63,3386,0,29,0,26
50-64,Tel Aviv,Single,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Less often,Several times a month,Several times a week,Several times a week,Daily,182,1,1,1,1,1,1,1,63,8475,28,30,6,31
50-64,Center,Married,Secondary,Way below Average,Jewish - Traditional,Female,Several times a month,Daily,Several times a month,Not Using,Daily,Not Using,Daily,183,1,1,1,0,1,0,1,60,418,31,30,0,10
40-49,Haifa,Married,Academic,Above Average,Jewish - National Religious,Female,Several times a month,Several times a month,Not Using,Not Using,Not Using,Several times a month,Daily,184,1,1,0,0,0,1,1,49,10395,0,7,0,8
31-39,Jerusalem,Married,Secondary,Way below Average,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Daily,Not Using,Daily,185,1,0,0,0,1,0,1,37,2688,31,0,0,30
40-49,Center,Married,Academic,Other Responses,Jewish - Secular,Male,Daily,Daily,Several times a week,Daily,Daily,Not Using,Daily,186,1,1,1,1,1,0,1,48,0,30,29,31,29
50-64,Yehoda and Shomron,Married,Academic,Way Above Average,Jewish - National Religious,Female,Daily,Several times a month,Several times a week,Not Using,Not Using,Not Using,Daily,187,1,1,1,0,0,0,1,56,15972,0,7,0,31
65+,North,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Traditional,Male,Daily,Daily,Less often,Less often,Less often,Less often,Less often,188,1,1,1,1,1,1,1,78,763,2,29,4,30
31-39,South,Married,Academic,Way Above Average,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,189,1,1,0,0,1,0,1,31,12206,29,30,0,31
31-39,South,Single,Academic,Other Responses,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,190,1,1,0,0,1,0,1,31,0,28,30,0,31
50-64,Center,Married,Academic,Similar to Average,Jewish - Secular,Female,Daily,Daily,Several times a month,Several times a month,Several times a week,Not Using,Not Using,191,1,1,1,1,1,0,0,58,5664,17,30,5,29
65+,Tel Aviv,Married,Academic,Similar to Average,Jewish - Secular,Female,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,192,0,0,0,0,0,0,1,75,5025,0,0,0,0
65+,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - National Religious,Male,Several times a week,Less often,Several times a month,Not Using,Several times a month,Not Using,Daily,193,1,1,1,0,1,0,1,78,9991,7,1,0,11
50-64,South,Married,Secondary,Way below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,194,1,1,0,0,1,0,1,58,1204,30,30,0,13
31-39,Tel Aviv,Married,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Daily,Several times a month,Daily,Several times a month,Daily,195,1,1,1,1,1,1,1,34,8710,31,29,6,25
31-39,Center,Single,Academic,Similar to Average,Jewish - Traditional,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,196,1,0,0,0,0,0,0,39,6880,0,0,0,31
31-39,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Orthodox,Male,Less often,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,197,1,0,0,0,0,0,0,33,4185,0,0,0,4
40-49,South,Married,Academic,Similar to Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Not Using,Daily,198,1,1,1,1,1,0,1,46,7225,30,31,30,31
40-49,North,Married,Academic,Above Average,Jewish - Secular,Male,Several times a week,Daily,Daily,Several times a week,Several times a month,Less often,Daily,199,1,1,1,1,1,1,1,45,8285,8,29,24,14
40-49,North,Married,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Several times a month,Several times a month,Several times a month,Several times a week,Daily,200,1,1,1,1,1,1,1,47,8063,10,31,8,12
65+,Haifa,Married,Secondary,Other Responses,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Not Using,Not Using,Daily,201,1,1,0,0,0,0,1,75,0,0,29,0,9
65+,Jerusalem,Married,"Post-secondary (Technician, Engineer, etc.)",Other Responses,Jewish - National Religious,Male,Less often,Several times a month,Not Using,Not Using,Several times a month,Not Using,Daily,202,1,1,0,0,1,0,1,73,0,9,7,0,4
31-39,Jerusalem,Single,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Less often,Daily,203,1,1,0,0,1,1,1,35,6003,30,30,0,20
40-49,North,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - National Religious,Male,Several times a week,Daily,Several times a month,Not Using,Several times a week,Several times a week,Daily,204,1,1,1,0,1,1,1,40,3662,20,31,0,14
25-30,Tel Aviv,Single,Secondary,Other Responses,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,205,1,1,0,0,1,0,1,27,0,31,30,0,31
50-64,Jerusalem,Divorced/Separated/Widowed/Single Parent,Academic,Similar to Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Not Using,206,1,1,0,0,1,0,0,59,7714,30,30,0,30
40-49,Center,Married,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Daily,Not Using,Daily,Less often,Daily,207,1,1,1,0,1,1,1,47,10204,29,31,0,29
31-39,Jerusalem,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,208,1,1,0,0,1,0,1,36,4906,1,29,0,29
31-39,North,Married,Elementary education,Similar to Average,Jewish - Orthodox,Male,Daily,Daily,Less often,Daily,Daily,Not Using,Daily,209,1,1,1,1,1,0,1,38,6493,31,29,30,31
31-39,Jerusalem,Married,Academic,below Average,Jewish - Traditional,Female,Daily,Less often,Not Using,Not Using,Daily,Less often,Daily,210,1,1,0,0,1,1,1,39,4073,29,4,0,29
40-49,South,Married,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Less often,Several times a month,Not Using,Daily,211,1,1,0,1,1,0,1,43,8967,10,29,3,23
25-30,Jerusalem,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Orthodox,Male,Daily,Several times a month,Not Using,Daily,Several times a week,Less often,Daily,212,1,1,0,1,1,1,1,25,849,15,8,30,29
50-64,North,Married,Academic,Similar to Average,Jewish - Secular,Female,Daily,Daily,Not Using,Less often,Not Using,Not Using,Daily,213,1,1,0,1,0,0,1,63,6108,0,29,3,31
25-30,North,Single,Academic,Other Responses,Jewish - Traditional,Female,Daily,Several times a week,Not Using,Daily,Not Using,Daily,Daily,214,1,1,0,1,0,1,1,25,0,0,20,31,30
25-30,Center,Married,Academic,Above Average,Jewish - National Religious,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,215,1,1,0,0,1,0,1,26,8689,31,29,0,19
50-64,Haifa,Married,Academic,Similar to Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Less often,Daily,216,1,1,1,1,1,1,1,53,5148,30,30,31,29
50-64,Center,Married,Academic,Similar to Average,Jewish - Traditional,Female,Several times a month,Daily,Not Using,Not Using,Less often,Not Using,Daily,217,1,1,0,0,1,0,1,61,5342,3,30,0,9
31-39,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Secular,Male,Daily,Daily,Less often,Less often,Less often,Not Using,Daily,218,1,1,1,1,1,0,1,37,2524,2,30,2,29
25-30,Haifa,Single,Secondary,Similar to Average,Jewish - Secular,Female,Less often,Daily,Daily,Not Using,Daily,Several times a month,Daily,219,1,1,1,0,1,1,1,26,6087,29,31,0,4
50-64,Yehoda and Shomron,Divorced/Separated/Widowed/Single Parent,Secondary,below Average,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Less often,Not Using,Daily,220,1,1,0,0,1,0,1,52,4725,3,31,0,10
65+,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Secular,Male,Daily,Daily,Several times a month,Several times a week,Daily,Less often,Daily,221,1,1,1,1,1,1,1,65,9384,31,30,23,30
31-39,North,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - National Religious,Male,Daily,Daily,Not Using,Several times a month,Not Using,Not Using,Daily,222,1,1,0,1,0,0,1,35,10609,0,31,9,29
65+,North,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Jewish - Traditional,Female,Several times a month,Daily,Several times a month,Not Using,Not Using,Not Using,Daily,223,1,1,1,0,0,0,1,65,327,0,29,0,5
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Male,Several times a week,Several times a week,Several times a week,Not Using,Several times a week,Not Using,Daily,224,1,1,1,0,1,0,1,57,4793,21,14,0,20
18-24,Center,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a month,Several times a month,Several times a week,Several times a month,Several times a month,Several times a month,Daily,225,1,1,1,1,1,1,1,18,6760,6,10,6,10
25-30,Tel Aviv,Single,Academic,Other Responses,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Daily,Daily,226,1,1,0,0,1,1,1,27,0,30,29,0,29
